nameseq,k1,k2,k3,k4,k5,label
non-promoter-261,1.8918496754126621,3.5405718071749357,4.9269686472845935,5.71323311010468,6.013412839340009,promotor
non-promoter-262,1.9716703014874304,3.8586689107242855,5.264047007830046,5.948675776471352,6.1271126770304445,promotor
non-promoter-263,1.880225209205766,3.6198954941582144,4.966454919167679,5.759510552084639,6.075164625082391,promotor
non-promoter-264,1.9853274375338967,3.8878512584952576,5.338405273411403,6.0289919624519985,6.214838488746853,promotor
non-promoter-265,1.9678190628140473,3.879463327707044,5.38107374830899,6.019313917552466,6.188864462772827,promotor
non-promoter-266,1.9856263738161595,3.8919711844047717,5.401448944187937,5.968031866270416,6.188864462772827,promotor
non-promoter-267,1.9681525122917436,3.809517637169433,5.338405273411404,6.003350936810971,6.188864462772827,promotor
non-promoter-268,1.916353615322673,3.603554961733969,4.967808597970344,5.686311757923785,5.961464787391956,promotor
non-promoter-269,1.8853605601667245,3.6924421577359943,5.095450217716331,5.762903661142207,6.1369164108247745,promotor
non-promoter-270,1.8285613340969404,3.5900853179990024,4.930318805594599,5.794829622625197,6.188864462772827,promotor
non-promoter-271,1.9380503566581564,3.739388171700434,4.9796875971121946,5.830148693165754,6.162890436798801,promotor
non-promoter-272,1.7267504707899877,3.412757063270506,4.780745622166956,5.610669007540578,6.127112677030444,promotor
non-promoter-273,1.8420770007077296,3.4688475146200934,4.84322279899667,5.62034705244011,5.909516735443904,promotor
non-promoter-274,1.9832995220211744,3.791716889109201,5.159431026735229,5.932712795729856,6.214838488746853,promotor
non-promoter-275,1.9446948441307086,3.803938214467794,5.320885298914515,6.003350936810973,6.240812514720878,promotor
non-promoter-276,1.9961046521181633,3.8743816147602907,5.348287793045914,6.0705959688345175,6.188864462772827,promotor
non-promoter-277,1.9103529786397742,3.7113143452900816,5.132523469531777,5.9230347508303245,6.162890436798801,promotor
non-promoter-278,1.98691194736513,3.907569390160961,5.350816032795532,6.028991962451999,6.214838488746853,promotor
non-promoter-279,1.9716703014874306,3.777053066905887,5.287277425091053,6.019313917552468,6.240812514720878,promotor
non-promoter-280,1.8756141309378431,3.606028437007163,4.964183465698272,5.647268404621006,6.075164625082391,promotor
non-promoter-281,1.991122414039628,3.9024897407038766,5.436320937886208,6.105915039375076,6.240812514720879,promotor
non-promoter-282,1.9801009284083202,3.756469150753775,5.257311957505495,5.95206888552892,6.162890436798801,promotor
non-promoter-283,1.9932858588354367,3.8721735728363473,5.264047007830046,5.871752699548274,6.110942384850748,promotor
non-promoter-284,1.949805352661452,3.796073333429162,5.171807052414818,5.94239084062939,6.214838488746853,promotor
non-promoter-285,1.9588227619553609,3.795890236082879,5.237466432259033,5.9230347508303245,6.214838488746852,promotor
non-promoter-286,1.980272585471074,3.8228447015551144,5.224233754314518,5.993672891911441,6.214838488746853,promotor
non-promoter-287,1.9545651803501376,3.8128512584952574,5.265311127704854,6.054632988093023,6.162890436798801,promotor
non-promoter-288,1.9581977129195294,3.8113486448233154,5.220883596004513,5.9777099111699465,6.188864462772827,promotor
non-promoter-289,1.8681732698063276,3.5860798903693034,4.965190799292871,5.743547571343146,6.136916410824775,promotor
non-promoter-290,1.9723922221490908,3.8129719339800814,5.239994672008652,6.003350936810971,6.214838488746852,promotor
non-promoter-291,1.981261195746968,3.816622231204179,4.963926679418061,5.645988078081135,5.971268521186288,promotor
non-promoter-292,1.9151999226133205,3.680509427206205,5.072662001769745,5.830148693165754,6.110942384850748,promotor
non-promoter-293,1.8913736972060498,3.697698686075596,5.137791710981474,5.907071770088831,6.162890436798801,promotor
non-promoter-294,1.97187720556432,3.794301965303207,5.284422203708992,6.070595968834518,6.266786540694905,promotor
non-promoter-295,1.981339441415245,3.9220851333950875,5.331704956791393,5.9777099111699465,6.214838488746853,promotor
non-promoter-296,1.9765927787792683,3.9068441215341676,5.281072045398988,6.003350936810973,6.214838488746853,promotor
non-promoter-297,1.9410898405548689,3.6303263298599227,4.935994514654177,5.76290366114221,6.110942384850748,promotor
non-promoter-298,1.9970425090669612,3.8402341158120503,5.203858558435572,5.968031866270414,6.188864462772827,promotor
non-promoter-299,1.9916275205800784,3.792730752564797,5.192711918926251,5.855789718806781,6.136916410824775,promotor
non-promoter-300,1.9773732457877882,3.8657249295180662,5.426765399884139,6.028991962451998,6.240812514720878,promotor
non-promoter-301,1.8705952308600247,3.6422552424784866,4.989977584356587,5.820470648266223,6.1369164108247745,promotor
non-promoter-302,1.9739474887974748,3.900193259338675,5.365312830614855,5.9777099111699465,6.214838488746853,promotor
non-promoter-303,1.9856263738161595,3.9348315719929303,5.486953849278613,6.182838116298154,6.266786540694905,promotor
non-promoter-304,1.9093423696217655,3.6727282654030344,5.101328615775952,5.855789718806781,6.162890436798801,promotor
non-promoter-305,1.9819309237264326,3.8956366596311707,5.32423545722452,6.009635872652936,6.179060728978496,promotor
non-promoter-306,1.9864010114545017,3.869067510382431,5.411004482190005,5.977709911169947,6.162890436798801,promotor
non-promoter-307,1.9935553899333285,3.9542611088298307,5.420560020192076,6.028991962451998,6.214838488746853,promotor
non-promoter-308,1.9819309237264326,3.8562867722513534,5.259105748012791,5.804507667524729,6.058994332902697,promotor
non-promoter-309,1.974937501201927,3.8533013852822604,5.20226745692832,5.993672891911441,6.240812514720878,promotor
non-promoter-310,1.9755444649095137,3.8808323215682403,5.248286090135912,5.942390840629389,6.214838488746853,promotor
non-promoter-311,1.9785839488062262,3.896650523086767,5.274866665706924,5.977709911169947,6.162890436798801,promotor
non-promoter-312,1.9623230225905788,3.7930536469268343,5.254491469827975,6.044954943193492,6.266786540694905,promotor
non-promoter-313,1.9133774320996686,3.6480601605623635,4.879156223569707,5.666624494420068,5.997242547160314,promotor
non-promoter-314,1.9064768350669659,3.5327091871767156,4.95845574896832,5.660339558578107,6.084968358876723,promotor
non-promoter-315,1.9853274375338967,3.9012414223275043,5.309738659405196,5.993672891911441,6.188864462772827,promotor
non-promoter-316,1.9718772055643197,3.79511360988159,5.21341409643764,5.932712795729856,6.188864462772827,promotor
non-promoter-317,1.9710017879478037,3.8345772766973605,5.324235457224519,5.94867577647135,6.188864462772827,promotor
non-promoter-318,1.9393116548387552,3.8371259898684653,5.1718070524148185,5.891108789347337,6.110942384850748,promotor
non-promoter-319,1.9821521196764442,3.85426110882983,5.244935931825907,5.958353821370884,6.188864462772827,promotor
non-promoter-320,1.9932858588354367,3.842005483938004,5.322149418789324,6.086558949576013,6.214838488746853,promotor
non-promoter-321,1.9811492422780745,3.9297498590461775,5.401448944187936,6.019313917552467,6.240812514720878,promotor
non-promoter-322,1.9864010114545014,3.8228988414631404,5.16613134335524,5.8204706482662205,6.039386865314034,promotor
non-promoter-323,1.991122414039628,3.893778915553627,5.389038184803809,5.94239084062939,6.1369164108247745,promotor
non-promoter-324,1.930572766528695,3.729388128395821,5.146490596718616,5.897393725189299,6.188864462772826,promotor
non-promoter-325,1.9633423029285266,3.8458388785083835,5.284422203708992,5.993672891911439,6.1628904367988,promotor
non-promoter-326,1.9380503566581566,3.7854430611837704,5.205122678310379,5.891108789347336,6.162890436798801,promotor
non-promoter-327,1.9681525122917434,3.836400721241671,5.372782330181728,6.0289919624519985,6.214838488746853,promotor
non-promoter-328,1.9701533218853364,3.709734131754378,5.076012160079749,5.778866641883702,6.084968358876722,promotor
non-promoter-329,1.9351818218618104,3.7470247750232986,5.22296963443971,5.8398267380652875,6.136916410824775,promotor
non-promoter-330,1.9853274375338967,3.8591063033661372,5.324235457224519,5.993672891911441,6.162890436798801,promotor
non-promoter-331,1.9163536153226732,3.7133400087116044,5.176748312232073,5.932712795729858,6.1628904367988016,promotor
non-promoter-332,1.9431049430363634,3.7941188679569255,5.300183121403126,6.054632988093025,6.240812514720879,promotor
non-promoter-333,1.9870561722526991,3.9180193473936,5.4458764758882765,5.983994847011909,6.188864462772827,promotor
non-promoter-334,1.9979334329964378,3.8474080277571243,5.272338425957306,5.932712795729856,6.188864462772827,promotor
non-promoter-335,1.9588227619553609,3.782496254339407,5.210063938127635,5.942390840629389,6.214838488746853,promotor
non-promoter-336,1.9785839488062262,3.904226809296598,5.52517600128689,6.105915039375074,6.240812514720878,promotor
non-promoter-337,1.9668857291711441,3.8294633277070442,5.1818922610493745,5.855789718806779,6.058994332902697,promotor
non-promoter-338,1.9395053307236358,3.709971369008685,5.100064495901144,5.862074654648744,6.188864462772827,promotor
non-promoter-339,1.9629195335436873,3.8215620836455075,5.14987548873316,5.8814307444478064,6.162890436798801,promotor
non-promoter-340,1.9961046521181633,3.832046340411381,5.325499577099328,6.019313917552466,6.188864462772827,promotor
non-promoter-341,1.9701533218853364,3.8767644720770846,5.4001848243131265,5.993672891911441,6.162890436798801,promotor
non-promoter-342,1.983588047541953,3.885877671492091,5.331704956791392,6.003350936810972,6.240812514720878,promotor
non-promoter-343,1.985128302899449,3.877087366439121,5.392715324746254,5.968031866270415,6.162890436798801,promotor
non-promoter-344,1.9395053307236356,3.684884993057095,5.0602512423856165,5.84611167390725,6.214838488746853,promotor
non-promoter-345,1.9666928177357432,3.8657571655616305,5.186833520866628,5.958353821370884,6.162890436798801,promotor
non-promoter-346,1.9719445869121703,3.828503604159473,5.290627583401057,6.019313917552467,6.214838488746852,promotor
non-promoter-347,1.9785839488062262,3.8960390338959283,5.212149976562832,5.891108789347339,6.110942384850748,promotor
non-promoter-348,1.9589377606240825,3.8142736734206197,5.212149976562832,5.804507667524729,6.075164625082392,promotor
non-promoter-349,1.9520692869361016,3.7989983620264662,4.9997358113587005,5.769188596984173,6.049190599108366,promotor
non-promoter-350,1.9489741660052518,3.834106303366137,5.123294913162149,5.743547571343144,6.007046280954644,promotor
non-promoter-351,1.9970425090669612,3.8402341158120503,5.203858558435572,5.968031866270414,6.188864462772827,promotor
non-promoter-352,1.9091419373046556,3.6465620836455077,4.9726602988597435,5.769188596984173,5.971268521186288,promotor
non-promoter-353,1.9718772055643197,3.826615674264036,5.254491469827976,5.881430744447807,6.02321657313434,promotor
non-promoter-354,1.9120166309067983,3.6954942058992883,5.101328615775952,5.80450766752473,6.136916410824775,promotor
non-promoter-355,1.9908781429925868,3.880595803157794,5.426765399884138,6.0802740137340505,6.179060728978496,promotor
non-promoter-356,1.9732831460785674,3.8170054839380043,5.086831817956627,5.724191481544083,5.971268521186288,promotor
non-promoter-357,1.9395053307236356,3.79858702822317,5.135378690913836,5.85578971880678,6.162890436798801,promotor
non-promoter-358,1.9821521196764444,3.9022011458750745,5.302269159838323,5.897393725189301,6.136916410824775,promotor
non-promoter-359,1.9883036207569014,3.9142202523564547,5.474543089894485,6.028991962451998,6.214838488746853,promotor
non-promoter-360,1.9132421859190383,3.678901653894148,5.0148163770906775,5.698550455903057,6.05555715749373,promotor
non-promoter-361,1.9395053307236358,3.8045154041254,5.350816032795531,6.054632988093025,6.214838488746853,promotor
non-promoter-362,1.9676040597005016,3.871361928257963,5.300183121403126,6.08027401373405,6.214838488746853,promotor
non-promoter-363,1.9719445869121703,3.8105547771300547,5.133584900406541,5.814185712424261,6.110942384850748,promotor
non-promoter-364,1.9315511389775273,3.789422471233667,5.119617773219703,5.865467763706313,6.110942384850748,promotor
non-promoter-365,1.998781899058905,3.8583289583209877,5.138728849223842,5.900786834246869,6.110942384850749,promotor
non-promoter-366,1.9719445869121701,3.8008047485295133,5.3603715707976,6.009635872652936,6.188864462772827,promotor
non-promoter-367,1.8580431409856524,3.5119733741441896,4.9032085593911,5.794829622625195,6.110942384850748,promotor
non-promoter-368,1.9811492422780743,3.818253802314377,5.170250684612108,5.85578971880678,6.058994332902697,promotor
non-promoter-369,1.9418321825186209,3.7256622947976314,5.05898712251081,5.839826738065287,6.162890436798801,promotor
non-promoter-370,1.949871559557208,3.786803095506428,5.159431026735231,5.830148693165755,6.084968358876722,promotor
non-promoter-371,1.9084304941481198,3.7298896560619323,5.11214827365283,5.823863757323792,6.110942384850749,promotor
non-promoter-372,1.909669710341824,3.754784158579411,5.100506697215564,5.742267244803274,5.981072254980618,promotor
non-promoter-373,1.9916275205800784,3.900395478215887,5.442526317578272,6.182838116298154,6.266786540694905,promotor
non-promoter-374,1.9588227619553609,3.8820463404113803,5.344610653103468,6.044954943193492,6.214838488746853,promotor
non-promoter-375,1.9969531181806306,3.879026653909053,5.366576950489665,6.0802740137340505,6.266786540694905,promotor
non-promoter-376,1.961794715622934,3.816193839359622,5.354166191105535,6.080274013734049,6.240812514720878,promotor
non-promoter-377,1.9623230225905788,3.78535668523218,5.172336723047304,5.958353821370882,6.162890436798801,promotor
non-promoter-378,1.941718660907704,3.7292611088298306,5.062576793135189,5.844831347367378,6.1271126770304445,promotor
non-promoter-379,1.9064768350669656,3.77620712279427,5.246200051700716,5.977709911169946,6.214838488746853,promotor
non-promoter-380,1.9801009284083202,3.755509427206204,5.273602545832114,6.003350936810973,6.188864462772827,promotor
non-promoter-381,1.9400223800370693,3.7871259898684646,5.1145612937204685,5.846111673907249,6.075164625082391,promotor
non-promoter-382,1.9539971562893519,3.8068118854906037,5.1656016727227545,6.003350936810972,6.188864462772827,promotor
non-promoter-383,1.9943652621262196,3.8777241956246544,5.395243564495872,6.131556065016101,6.266786540694905,promotor
non-promoter-384,1.9596712280178281,3.7644224712336687,5.29683296309312,6.070595968834518,6.240812514720878,promotor
non-promoter-385,1.9719445869121703,3.8802406727521936,5.249877191643162,5.7788666418837025,6.110942384850748,promotor
non-promoter-386,1.9883036207569014,3.9043474847814212,5.349022242288235,5.948675776471353,6.15308670300447,promotor
non-promoter-387,1.9892936331613535,3.807186137427136,5.20512267831038,5.871752699548275,6.127112677030444,promotor
non-promoter-388,1.9450264787727958,3.8131741528572944,5.331704956791392,5.993672891911442,6.188864462772827,promotor
non-promoter-389,1.9529806705189046,3.7766437965922606,5.198917298618316,5.942390840629391,6.188864462772827,promotor
non-promoter-390,1.9944463138628048,3.87673017254385,5.281072045398987,5.8654677637063095,6.084968358876722,promotor
non-promoter-391,1.974913149574022,3.815608367748583,5.222969634439709,5.849504782964816,6.058994332902696,promotor
non-promoter-392,1.935824535705122,3.766097117964929,5.21341409643764,5.942390840629388,6.240812514720879,promotor
non-promoter-393,1.9625406786535806,3.786165547477033,5.222969634439709,5.921754424290456,6.127112677030444,promotor
non-promoter-394,1.9544953762452772,3.837128053358134,5.253227349953168,5.871752699548273,6.136916410824775,promotor
non-promoter-395,1.95793850990499,3.856757745582577,5.407654323879999,6.019313917552468,6.214838488746853,promotor
non-promoter-396,1.7806116916175305,3.51015180963884,4.913293768025656,5.717906545702118,6.084968358876723,promotor
non-promoter-397,1.8974630522859708,3.5689790709411713,4.8951198302638845,5.6888724110035245,6.058994332902697,promotor
non-promoter-398,1.976592778779268,3.7311913955024703,5.060985691627939,5.8301486931657545,6.127112677030444,promotor
non-promoter-399,1.9481952931990958,3.7837445727157806,5.108798115342823,5.804507667524725,6.136916410824774,promotor
non-promoter-400,1.980272585471074,3.9016437965922615,5.300183121403125,5.881430744447805,6.127112677030444,promotor
non-promoter-401,1.98691194736513,3.806268995366231,5.189361760616245,5.82386375732379,6.007046280954644,promotor
non-promoter-402,1.8214517079292483,3.5535549617339686,4.85878102769076,5.724191481544083,6.110942384850749,promotor
non-promoter-403,1.9785839488062262,3.833494814175298,5.290627583401057,5.95206888552892,6.162890436798801,promotor
non-promoter-404,1.8983244002602575,3.6944289848691976,4.865189096382868,5.666624494420069,5.955098229006594,promotor
non-promoter-405,1.9801009284083202,3.8006299331366646,5.21341409643764,5.94239084062939,6.240812514720879,promotor
non-promoter-406,1.961794715622934,3.8624145846972673,5.335055115101398,5.9777099111699465,6.240812514720878,promotor
non-promoter-407,1.9271365194535073,3.7839040844889236,5.249550210010721,5.916749814988363,6.136916410824775,promotor
non-promoter-408,1.9666928177357432,3.7681050045013285,5.222969634439709,6.003350936810974,6.214838488746853,promotor
non-promoter-409,1.98010092840832,3.8364891606829303,5.2291750141317745,5.94239084062939,6.101138651056418,promotor
non-promoter-410,1.9794979478327321,3.7894224712336673,5.138728849223842,5.820470648266221,6.110942384850748,promotor
non-promoter-411,1.9856263738161595,3.8741985174140092,5.31467991922245,5.9839948470119095,6.188864462772827,promotor
non-promoter-412,1.9539971562893519,3.820838878508384,5.287772362018997,5.94239084062939,6.214838488746853,promotor
non-promoter-413,1.965237843670264,3.7817577455825777,5.150697407293548,5.769188596984172,6.02321657313434,promotor
non-promoter-414,1.9877604134275972,3.888985797435677,5.312593880787254,5.993672891911441,6.188864462772827,promotor
non-promoter-415,1.9773732457877882,3.7739855845767,5.1532256470431665,5.85578971880678,6.162890436798801,promotor
non-promoter-416,1.956416775976048,3.783957505553089,5.15143185653587,5.846111673907248,6.162890436798801,promotor
non-promoter-417,1.9739474887974744,3.8753954782158875,5.26069684952004,6.009635872652935,6.188864462772827,promotor
non-promoter-418,1.9382625747467113,3.8336175531497907,5.265311127704854,5.9839948470119095,6.15308670300447,promotor
non-promoter-419,1.9969531181806306,3.90861755314979,5.460373273707602,6.0289919624519985,6.214838488746853,promotor
non-promoter-420,1.9616497547241039,3.878415164718214,5.366576950489664,5.98399484701191,6.101138651056418,promotor
non-promoter-421,1.9719445869121701,3.8893881717004337,5.496509387280684,6.182838116298153,6.240812514720878,promotor
non-promoter-422,1.9803494290107928,3.8443019653032073,5.297654881653508,6.0352768982939615,6.188864462772827,promotor
non-promoter-423,1.9561593866453224,3.6810324769557843,4.991771374863881,5.762903661142209,6.136916410824775,promotor
non-promoter-424,1.974106817268141,3.834682774179882,5.252900368320726,5.907071770088831,6.188864462772827,promotor
non-promoter-425,1.9719445869121703,3.86035462174251,5.3748683686169265,5.938997731571821,6.188864462772827,promotor
non-promoter-426,1.9773732457877882,3.9090178639248783,5.31467991922245,5.993672891911441,6.214838488746853,promotor
non-promoter-427,1.9916275205800784,3.90277833553268,5.436320937886207,6.044954943193491,6.162890436798801,promotor
non-promoter-428,1.9267354186800563,3.8003954782158873,5.3823378681837974,5.968031866270414,6.136916410824775,promotor
non-promoter-429,1.9885702856204883,3.886891534947688,5.401448944187936,6.003350936810972,6.214838488746853,promotor
non-promoter-430,1.9623230225905788,3.8778296931071763,5.387774064929,5.99367289191144,6.188864462772827,promotor
non-promoter-431,1.9803464138951994,3.951241422327504,5.426765399884138,6.028991962451998,6.162890436798801,promotor
non-promoter-432,1.998781899058905,3.8563210717845875,5.2578416281379825,5.958353821370884,6.162890436798801,promotor
non-promoter-433,1.9898881305881344,3.845315828758803,5.264047007830045,5.942390840629389,6.110942384850749,promotor
non-promoter-434,1.9483503785959728,3.8789402779574638,5.411004482190004,6.003350936810971,6.188864462772827,promotor
non-promoter-435,1.9273532946455805,3.799904664509871,5.366576950489664,6.054632988093024,6.240812514720878,promotor
non-promoter-436,1.9801009284083202,3.8861141899025373,5.239994672008652,5.86546776370631,6.162890436798801,promotor
non-promoter-437,1.9739474887974744,3.8495214117760455,5.144934228915905,5.839826738065287,6.1271126770304445,promotor
non-promoter-438,1.9877604134275972,3.9557980220350073,5.5915698303734285,6.182838116298154,6.240812514720878,promotor
non-promoter-439,1.9979334329964378,3.9168053285504603,5.303533279713131,5.968031866270413,6.1369164108247745,promotor
non-promoter-440,1.9596712280178281,3.869267665769974,5.357021412487595,6.096236994475545,6.266786540694905,promotor
non-promoter-441,1.9870561722526991,3.8794633277070445,5.279807925524178,5.993672891911441,6.162890436798801,promotor
non-promoter-442,1.9924373927729695,3.9103546217425107,5.6264418240717,6.157197090657128,6.240812514720878,promotor
non-promoter-443,1.9961046521181633,3.9083810347393437,5.409740362315198,5.9839948470119095,6.162890436798801,promotor
non-promoter-444,1.9423726900824558,3.7256431732667004,5.000797242233464,5.717906545702119,6.0330203069286705,promotor
non-promoter-445,1.978583948806226,3.8166825895759677,5.227583912624524,5.98399484701191,6.162890436798801,promotor
non-promoter-446,1.901250325941389,3.763262592298553,5.254491469827975,5.983994847011909,6.188864462772827,promotor
non-promoter-447,1.991122414039628,3.8519666909542964,5.336646216608648,6.08027401373405,6.240812514720878,promotor
non-promoter-448,1.937608902812895,3.8137163241378063,5.3653128306148545,6.096236994475544,6.240812514720878,promotor
non-promoter-449,1.949805352661452,3.7468849780075444,5.142405989166288,5.916749814988364,6.162890436798801,promotor
non-promoter-450,1.9351355355784714,3.7599179479445204,5.26069684952004,6.054632988093024,6.188864462772827,promotor
non-promoter-451,1.994446313862805,3.79354239714318,5.158166906860423,5.907071770088829,6.110942384850748,promotor
non-promoter-452,1.9908781429925868,3.884017863924878,5.265311127704853,5.891108789347337,6.188864462772827,promotor
non-promoter-453,1.991122414039628,3.858383098229014,5.160695146610038,6.0193139175524655,6.214838488746853,promotor
non-promoter-454,1.9697149752083492,3.881643966146624,5.359107450922792,6.105915039375076,6.240812514720879,promotor
non-promoter-455,1.9652378436702642,3.8710903914704238,5.273602545832115,5.9839948470119095,6.188864462772827,promotor
non-promoter-456,1.987760413427597,3.938985797435678,5.365312830614856,6.070595968834519,6.188864462772827,promotor
non-promoter-457,1.9454355575162876,3.763427729309002,5.119175571905281,5.788544686783234,6.0913349172620865,promotor
non-promoter-458,1.9507814191279327,3.668830273128123,5.042731267888729,5.778866641883702,6.084968358876723,promotor
non-promoter-459,1.9566355596866205,3.7991471598395137,5.193038900558694,6.019313917552466,6.214838488746853,promotor
non-promoter-460,1.9870561722526991,3.8666825895759676,5.178542102739369,5.849504782964818,6.188864462772827,promotor
non-promoter-461,1.995384170811603,3.852455441170643,5.354166191105536,5.968031866270415,6.136916410824775,promotor
non-promoter-462,1.991122414039628,3.846039033895927,5.208472836620385,5.855789718806781,6.1369164108247745,promotor
non-promoter-463,1.8257455743439372,3.5971385544592525,4.910148388325485,5.733869526443611,6.101138651056417,promotor
non-promoter-464,1.991122414039628,3.8682538023143778,5.2291750141317745,5.977709911169947,6.1369164108247745,promotor
non-promoter-465,1.9633423029285269,3.8805958031577936,5.3699271087996685,5.942390840629391,6.084968358876723,promotor
non-promoter-466,1.979411572061995,3.8731524179148487,5.3175004068999705,6.0289919624519985,6.240812514720879,promotor
non-promoter-467,1.952011742998551,3.75133414236026,5.151961527168358,5.923034750830326,6.214838488746853,promotor
non-promoter-468,1.9462840235787549,3.81906751038243,5.2748666657069245,6.0289919624519985,6.240812514720878,promotor
non-promoter-469,1.952011742998551,3.71366496656331,5.036525888196665,5.672909430262032,6.033020306928671,promotor
non-promoter-470,1.9892936331613535,3.9288587345650745,5.385688026493803,5.948675776471352,6.136916410824775,promotor
non-promoter-471,1.8860801458853067,3.66027514183979,5.066456622077681,5.855789718806781,6.1369164108247745,promotor
non-promoter-472,1.965237843670264,3.7263620978123266,5.102592735650759,5.814185712424259,6.075164625082391,promotor
non-promoter-473,1.9755444649095137,3.8588177085373347,5.391893406185867,6.096236994475545,6.162890436798801,promotor
non-promoter-474,1.991122414039628,3.8825693901609606,5.4458764758882765,6.003350936810972,6.214838488746853,promotor
non-promoter-475,1.967819062814047,3.787125989868464,5.229175014131774,6.009635872652934,6.205034754952522,promotor
non-promoter-476,1.9853274375338967,3.9241471598395146,5.461637393582411,6.04495494319349,6.214838488746852,promotor
non-promoter-477,1.9979334329964378,3.9521668463418407,5.582014292371358,6.105915039375075,6.240812514720879,promotor
non-promoter-478,1.9610523736591818,3.857535090627728,5.2640470078300465,5.891108789347339,6.084968358876723,promotor
non-promoter-479,1.979411572061995,3.7628512584952576,5.198917298618315,5.849504782964819,6.084968358876723,promotor
non-promoter-480,1.9720196194442243,3.832603689694194,5.283158083834184,5.993672891911441,6.162890436798801,promotor
non-promoter-481,1.976948685647897,3.8540245904193844,5.214678216312448,5.849504782964818,6.110942384850749,promotor
non-promoter-482,1.975544464909514,3.8710733334291607,5.426765399884139,6.070595968834519,6.214838488746853,promotor
non-promoter-483,1.9794979478327321,3.895079310348357,5.366576950489664,5.968031866270414,6.188864462772827,promotor
non-promoter-484,1.9832995220211747,3.8895088471852572,5.341260494793462,5.968031866270415,6.240812514720878,promotor
non-promoter-485,1.991627520580078,3.9130857134160353,5.420560020192075,6.028991962451998,6.266786540694905,promotor
non-promoter-486,1.924669457872658,3.6984218912127207,4.934933083779411,5.640983468779042,6.058994332902697,promotor
non-promoter-487,1.9627107119145406,3.7775067987451387,5.203858558435572,5.907071770088833,6.240812514720878,promotor
non-promoter-488,1.9961046521181633,3.86959056013201,5.393979444621064,6.054632988093025,6.162890436798801,promotor
non-promoter-489,1.949656629077683,3.7644224712336674,5.117089533470085,5.785151577725665,6.1271126770304445,promotor
non-promoter-490,1.974106817268141,3.9267301725438504,5.566253374677226,6.157197090657127,6.240812514720879,promotor
non-promoter-491,1.994446313862805,3.923098996850684,5.21341409643764,5.897393725189301,6.101138651056418,promotor
non-promoter-492,1.9410510448306988,3.770550283679581,5.078540399829367,5.839826738065286,6.188864462772827,promotor
non-promoter-493,1.991122414039628,3.867005483938004,5.445876475888278,6.08027401373405,6.240812514720879,promotor
non-promoter-494,1.9916275205800784,3.8834948141752985,5.350816032795531,6.054632988093024,6.266786540694905,promotor
non-promoter-495,1.9450264787727958,3.781460868800343,5.198917298618316,5.94239084062939,6.240812514720878,promotor
non-promoter-496,1.998781899058905,3.894536420223985,5.391893406185867,6.019313917552467,6.1628904367988016,promotor
non-promoter-497,1.9819309237264324,3.8332946587877537,5.223296616072152,5.814185712424259,6.127112677030444,promotor
non-promoter-498,1.9853274375338967,3.8524554411706435,5.290627583401055,6.054632988093024,6.162890436798801,promotor
non-promoter-499,1.958197712919529,3.713697202606874,5.222439963807223,5.891108789347339,6.188864462772827,promotor
non-promoter-500,1.9869119473651298,3.8736563461334974,5.227910894256965,5.855789718806781,6.1369164108247745,promotor
non-promoter-501,1.9892936331613535,3.8741471598395134,5.344610653103467,5.9839948470119095,6.214838488746852,promotor
non-promoter-502,1.9883036207569014,3.883294658787754,5.242080710443847,5.907071770088831,6.127112677030444,promotor
non-promoter-503,1.9920602709884259,3.9371602894016977,5.417209861882069,5.95206888552892,6.188864462772827,promotor
non-promoter-504,1.9856263738161597,3.7782663669051653,5.160695146610038,5.94239084062939,6.188864462772827,promotor
non-promoter-505,1.980272585471074,3.6831808793518,4.989243135114265,5.769188596984169,6.110942384850749,promotor
non-promoter-506,1.984362685180295,3.822173572836347,5.289363463526248,5.871752699548274,6.162890436798801,promotor
non-promoter-507,1.9618873288630474,3.844641917706506,5.273602545832115,5.958353821370882,6.1369164108247745,promotor
non-promoter-508,1.9723922221490908,3.8833289583209876,5.476134191401737,6.019313917552468,6.240812514720878,promotor
non-promoter-509,1.981261195746968,3.8895088471852572,5.395243564495873,6.0289919624519985,6.240812514720878,promotor
non-promoter-510,1.9885702856204883,3.8652341158120507,5.283158083834184,5.977709911169945,6.214838488746853,promotor
non-promoter-511,1.9324382179127377,3.7951136098815907,5.22296963443971,6.003350936810973,6.214838488746853,promotor
non-promoter-512,1.9765927787792683,3.904226809296598,5.233789292316587,5.907071770088832,6.162890436798801,promotor
non-promoter-513,1.994446313862805,3.8331115614414726,5.27854380564937,6.009635872652936,6.214838488746853,promotor
non-promoter-514,1.930572766528695,3.6457504390671236,5.090508957899074,5.862074654648742,6.162890436798801,promotor
non-promoter-515,1.9811492422780745,3.81436004937221,5.252900368320725,5.952068885528921,6.136916410824775,promotor
non-promoter-516,1.9885702856204883,3.9456366596311714,5.607330748067562,6.234120167580205,6.266786540694905,promotor
non-promoter-517,1.991122414039628,3.8693904047444665,5.401448944187935,6.054632988093024,6.240812514720878,promotor
non-promoter-518,1.974103277381131,3.8674421577359945,5.305124381220382,6.044954943193493,6.214838488746853,promotor
non-promoter-519,1.976948685647897,3.8109310925562556,5.224233754314518,5.977709911169947,6.214838488746853,promotor
non-promoter-520,1.9832995220211744,3.7955159841463466,5.255755589702785,6.0193139175524655,6.214838488746852,promotor
